"UserName","Name","Service","Host"
"PB440G4-2105$","PB440G4-2105","RestrictedKrbHost","PB440G4-2105,PB440G4-2105.solomonedwards.com"
"PB440G4-2105$","PB440G4-2105","HOST","PB440G4-2105,PB440G4-2105.solomonedwards.com"
"LATE6420-MAM$","LATE6420-MAM","RestrictedKrbHost","LATE6420-MAM,LATE6420-MAM.solomonedwards.com"
"LATE6420-MAM$","LATE6420-MAM","HOST","LATE6420-MAM,LATE6420-MAM.solomonedwards.com"
"EB840G1-1552$","EB840G1-1552","RestrictedKrbHost","EB840G1-1552,EB840G1-1552.solomonedwards.com"
"EB840G1-1552$","EB840G1-1552","HOST","EB840G1-1552,EB840G1-1552.solomonedwards.com"
"PHL-L-L510VLGX$","PHL-L-L510VLGX","TERMSRV","PHL-L-L510VLGX,PHL-L-L510VLGX.solomonedwards.com"
"PHL-L-L510VLGX$","PHL-L-L510VLGX","RestrictedKrbHost","PHL-L-L510VLGX,PHL-L-L510VLGX.solomonedwards.com"
"PHL-L-L510VLGX$","PHL-L-L510VLGX","HOST","PHL-L-L510VLGX,PHL-L-L510VLGX.solomonedwards.com"
"SEG-VDI-A-017$","SEG-VDI-A-017","TERMSRV","SEG-VDI-A-017,SEG-VDI-A-017.solomonedwards.com"
"SEG-VDI-A-017$","SEG-VDI-A-017","RestrictedKrbHost","SEG-VDI-A-017,SEG-VDI-A-017.solomonedwards.com"
"SEG-VDI-A-017$","SEG-VDI-A-017","HOST","SEG-VDI-A-017,SEG-VDI-A-017.solomonedwards.com"
"NBC-L-8460B7MS$","NBC-L-8460B7MS","TERMSRV","nbc-l-8460b7ms.solomonedwards.com,NBC-L-8460B7MS"
"NBC-L-8460B7MS$","NBC-L-8460B7MS","RestrictedKrbHost","nbc-l-8460b7ms.solomonedwards.com,NBC-L-8460B7MS"
"NBC-L-8460B7MS$","NBC-L-8460B7MS","HOST","nbc-l-8460b7ms.solomonedwards.com,NBC-L-8460B7MS"
"SEG-VDI-A-014$","SEG-VDI-A-014","TERMSRV","SEG-VDI-A-014.solomonedwards.com,SEG-VDI-A-014"
"SEG-VDI-A-014$","SEG-VDI-A-014","RestrictedKrbHost","SEG-VDI-A-014,SEG-VDI-A-014.solomonedwards.com"
"SEG-VDI-A-014$","SEG-VDI-A-014","HOST","SEG-VDI-A-014,SEG-VDI-A-014.solomonedwards.com"
"NBC-L-8460B7VW$","NBC-L-8460B7VW","TERMSRV","NBC-L-8460B7VW.solomonedwards.com,NBC-L-8460B7VW"
"NBC-L-8460B7VW$","NBC-L-8460B7VW","RestrictedKrbHost","NBC-L-8460B7VW.solomonedwards.com,NBC-L-8460B7VW"
"NBC-L-8460B7VW$","NBC-L-8460B7VW","HOST","NBC-L-8460B7VW.solomonedwards.com,NBC-L-8460B7VW"
"SEG-VDI-A-009$","SEG-VDI-A-009","TERMSRV","SEG-VDI-A-009,SEG-VDI-A-009.solomonedwards.com"
"SEG-VDI-A-009$","SEG-VDI-A-009","RestrictedKrbHost","SEG-VDI-A-009,SEG-VDI-A-009.solomonedwards.com"
"SEG-VDI-A-009$","SEG-VDI-A-009","HOST","SEG-VDI-A-009,SEG-VDI-A-009.solomonedwards.com"
"PHLC-L-444029X8$","PHLC-L-444029X8","TERMSRV","PHLC-L-444029X8,PHLC-L-444029X8.solomonedwards.com"
"PHLC-L-444029X8$","PHLC-L-444029X8","RestrictedKrbHost","PHLC-L-444029X8,PHLC-L-444029X8.solomonedwards.com"
"PHLC-L-444029X8$","PHLC-L-444029X8","HOST","PHLC-L-444029X8,PHLC-L-444029X8.solomonedwards.com"
"SEG-VDI-A-003$","SEG-VDI-A-003","TERMSRV","SEG-VDI-A-003,SEG-VDI-A-003.solomonedwards.com"
"SEG-VDI-A-003$","SEG-VDI-A-003","RestrictedKrbHost","SEG-VDI-A-003,SEG-VDI-A-003.solomonedwards.com"
"SEG-VDI-A-003$","SEG-VDI-A-003","HOST","SEG-VDI-A-003,SEG-VDI-A-003.solomonedwards.com"
"NBC-L-8460B8V5$","NBC-L-8460B8V5","TERMSRV","NBC-L-8460B8V5.solomonedwards.com,NBC-L-8460B8V5"
"NBC-L-8460B8V5$","NBC-L-8460B8V5","RestrictedKrbHost","NBC-L-8460B8V5,NBC-L-8460B8V5.solomonedwards.com"
"NBC-L-8460B8V5$","NBC-L-8460B8V5","HOST","NBC-L-8460B8V5,NBC-L-8460B8V5.solomonedwards.com"
"SEG-VDI-A-019$","SEG-VDI-A-019","TERMSRV","SEG-VDI-A-019,SEG-VDI-A-019.solomonedwards.com"
"SEG-VDI-A-019$","SEG-VDI-A-019","RestrictedKrbHost","SEG-VDI-A-019,SEG-VDI-A-019.solomonedwards.com"
"SEG-VDI-A-019$","SEG-VDI-A-019","HOST","SEG-VDI-A-019,SEG-VDI-A-019.solomonedwards.com"
"LAT4300-MCA$","LAT4300-MCA","RestrictedKrbHost","LAT4300-MCA,LAT4300-MCA.solomonedwards.com"
"LAT4300-MCA$","LAT4300-MCA","HOST","LAT4300-MCA,LAT4300-MCA.solomonedwards.com"
"EB840G1-1447$","EB840G1-1447","RestrictedKrbHost","EB840G1-1447,EB840G1-1447.solomonedwards.com"
"EB840G1-1447$","EB840G1-1447","HOST","EB840G1-1447,EB840G1-1447.solomonedwards.com"
"HOUC-L-444029X8$","HOUC-L-444029X8","TERMSRV","houc-l-444029X8.solomonedwards.com,HOUC-L-444029X8"
"HOUC-L-444029X8$","HOUC-L-444029X8","RestrictedKrbHost","HOUC-L-444029X8,HOUC-L-444029X8.solomonedwards.com"
"HOUC-L-444029X8$","HOUC-L-444029X8","HOST","HOUC-L-444029X8,HOUC-L-444029X8.solomonedwards.com"
"SEG-VDI-A-020$","SEG-VDI-A-020","TERMSRV","SEG-VDI-A-020,SEG-VDI-A-020.solomonedwards.com"
"SEG-VDI-A-020$","SEG-VDI-A-020","RestrictedKrbHost","SEG-VDI-A-020,SEG-VDI-A-020.solomonedwards.com"
"SEG-VDI-A-020$","SEG-VDI-A-020","HOST","SEG-VDI-A-020,SEG-VDI-A-020.solomonedwards.com"
"SEG-VDI-A-022$","SEG-VDI-A-022","TERMSRV","SEG-VDI-A-022,SEG-VDI-A-022.solomonedwards.com"
"SEG-VDI-A-022$","SEG-VDI-A-022","RestrictedKrbHost","SEG-VDI-A-022,SEG-VDI-A-022.solomonedwards.com"
"SEG-VDI-A-022$","SEG-VDI-A-022","HOST","SEG-VDI-A-022,SEG-VDI-A-022.solomonedwards.com"
"PHL-L-P4400F5Z$","PHL-L-P4400F5Z","RestrictedKrbHost","PHL-L-P4400F5Z,PHL-L-P4400F5Z.solomonedwards.com"
"PHL-L-P4400F5Z$","PHL-L-P4400F5Z","HOST","PHL-L-P4400F5Z,PHL-L-P4400F5Z.solomonedwards.com"
"SEG-VDI-A-023$","SEG-VDI-A-023","TERMSRV","SEG-VDI-A-023,SEG-VDI-A-023.solomonedwards.com"
"SEG-VDI-A-023$","SEG-VDI-A-023","RestrictedKrbHost","SEG-VDI-A-023,SEG-VDI-A-023.solomonedwards.com"
"SEG-VDI-A-023$","SEG-VDI-A-023","HOST","SEG-VDI-A-023,SEG-VDI-A-023.solomonedwards.com"
"PHLNAS02$","PHLNAS02","TERMSRV","PHLNAS02.solomonedwards.com,PHLNAS02"
"PHLNAS02$","PHLNAS02","WSMAN","PHLNAS02.solomonedwards.com,PHLNAS02"
"PHLNAS02$","PHLNAS02","nfs","PHLNAS02.solomonedwards.com,PHLNAS02"
"PHLNAS02$","PHLNAS02","RestrictedKrbHost","PHLNAS02.solomonedwards.com,PHLNAS02"
"PHLNAS02$","PHLNAS02","HOST","PHLNAS02.solomonedwards.com,PHLNAS02"
"SEG-VDI-A-011$","SEG-VDI-A-011","TERMSRV","SEG-VDI-A-011,SEG-VDI-A-011.solomonedwards.com"
"SEG-VDI-A-011$","SEG-VDI-A-011","RestrictedKrbHost","SEG-VDI-A-011,SEG-VDI-A-011.solomonedwards.com"
"SEG-VDI-A-011$","SEG-VDI-A-011","HOST","SEG-VDI-A-011,SEG-VDI-A-011.solomonedwards.com"
"DCC-L-P4400F30$","DCC-L-P4400F30","RestrictedKrbHost","DCC-L-P4400F30.solomonedwards.com,DCC-L-P4400F30"
"DCC-L-P4400F30$","DCC-L-P4400F30","HOST","DCC-L-P4400F30.solomonedwards.com,DCC-L-P4400F30"
"SEG-VDI-A-024$","SEG-VDI-A-024","TERMSRV","SEG-VDI-A-024.solomonedwards.com,SEG-VDI-A-024"
"SEG-VDI-A-024$","SEG-VDI-A-024","RestrictedKrbHost","SEG-VDI-A-024,SEG-VDI-A-024.solomonedwards.com"
"SEG-VDI-A-024$","SEG-VDI-A-024","HOST","SEG-VDI-A-024,SEG-VDI-A-024.solomonedwards.com"
"HOU-L-4405DBW$","HOU-L-4405DBW","TERMSRV","HOU-L-4405DBW.solomonedwards.com,HOU-L-4405DBW"
"HOU-L-4405DBW$","HOU-L-4405DBW","RestrictedKrbHost","HOU-L-4405DBW,HOU-L-4405DBW.solomonedwards.com"
"HOU-L-4405DBW$","HOU-L-4405DBW","HOST","HOU-L-4405DBW,HOU-L-4405DBW.solomonedwards.com"
"SEG-VDI-A-006$","SEG-VDI-A-006","TERMSRV","SEG-VDI-A-006,SEG-VDI-A-006.solomonedwards.com"
"SEG-VDI-A-006$","SEG-VDI-A-006","RestrictedKrbHost","SEG-VDI-A-006,SEG-VDI-A-006.solomonedwards.com"
"SEG-VDI-A-006$","SEG-VDI-A-006","HOST","SEG-VDI-A-006,SEG-VDI-A-006.solomonedwards.com"
"OPTI790-KCHO$","OPTI790-KCHO","RestrictedKrbHost","OPTI790-KCHO,OPTI790-KCHO.solomonedwards.com"
"OPTI790-KCHO$","OPTI790-KCHO","HOST","OPTI790-KCHO,OPTI790-KCHO.solomonedwards.com"
"SEG-VDI-A-012$","SEG-VDI-A-012","TERMSRV","SEG-VDI-A-012,SEG-VDI-A-012.solomonedwards.com"
"SEG-VDI-A-012$","SEG-VDI-A-012","RestrictedKrbHost","SEG-VDI-A-012,SEG-VDI-A-012.solomonedwards.com"
"SEG-VDI-A-012$","SEG-VDI-A-012","HOST","SEG-VDI-A-012,SEG-VDI-A-012.solomonedwards.com"
"PHLH-L-E520K0CP$","PHLH-L-E520K0CP","RestrictedKrbHost","PHLH-L-E520K0CP,PHLH-L-E520K0CP.solomonedwards.com"
"PHLH-L-E520K0CP$","PHLH-L-E520K0CP","HOST","PHLH-L-E520K0CP,PHLH-L-E520K0CP.solomonedwards.com"
"SEG-VDI-A-018$","SEG-VDI-A-018","TERMSRV","SEG-VDI-A-018,SEG-VDI-A-018.solomonedwards.com"
"SEG-VDI-A-018$","SEG-VDI-A-018","RestrictedKrbHost","SEG-VDI-A-018,SEG-VDI-A-018.solomonedwards.com"
"SEG-VDI-A-018$","SEG-VDI-A-018","HOST","SEG-VDI-A-018,SEG-VDI-A-018.solomonedwards.com"
"PHL-L-E520K0GA$","PHL-L-E520K0GA","TERMSRV","PHL-L-E520K0GA,PHL-L-E520K0GA.solomonedwards.com"
"PHL-L-E520K0GA$","PHL-L-E520K0GA","RestrictedKrbHost","PHL-L-E520K0GA,PHL-L-E520K0GA.solomonedwards.com"
"PHL-L-E520K0GA$","PHL-L-E520K0GA","HOST","PHL-L-E520K0GA,PHL-L-E520K0GA.solomonedwards.com"
"SEG-VDI-A-001$","SEG-VDI-A-001","TERMSRV","SEG-VDI-A-001.solomonedwards.com,SEG-VDI-A-001"
"SEG-VDI-A-001$","SEG-VDI-A-001","RestrictedKrbHost","SEG-VDI-A-001,SEG-VDI-A-001.solomonedwards.com"
"SEG-VDI-A-001$","SEG-VDI-A-001","HOST","SEG-VDI-A-001,SEG-VDI-A-001.solomonedwards.com"
"HOU-L-9470BTC3$","HOU-L-9470BTC3","TERMSRV","HOU-L-9470BTC3.solomonedwards.com,HOU-L-9470BTC3"
"HOU-L-9470BTC3$","HOU-L-9470BTC3","RestrictedKrbHost","HOU-L-9470BTC3.solomonedwards.com,HOU-L-9470BTC3"
"HOU-L-9470BTC3$","HOU-L-9470BTC3","HOST","HOU-L-9470BTC3.solomonedwards.com,HOU-L-9470BTC3"
"SEG-VDI-A-021$","SEG-VDI-A-021","TERMSRV","SEG-VDI-A-021.solomonedwards.com,SEG-VDI-A-021"
"SEG-VDI-A-021$","SEG-VDI-A-021","RestrictedKrbHost","SEG-VDI-A-021,SEG-VDI-A-021.solomonedwards.com"
"SEG-VDI-A-021$","SEG-VDI-A-021","HOST","SEG-VDI-A-021,SEG-VDI-A-021.solomonedwards.com"
"PHL-E520NRGH$","PHL-E520NRGH","TERMSRV","PHL-E520NRGH.solomonedwards.com,PHL-E520NRGH"
"PHL-E520NRGH$","PHL-E520NRGH","RestrictedKrbHost","PHL-E520NRGH.solomonedwards.com,PHL-E520NRGH"
"PHL-E520NRGH$","PHL-E520NRGH","HOST","PHL-E520NRGH.solomonedwards.com,PHL-E520NRGH"
"SEG-VDI-A-008$","SEG-VDI-A-008","TERMSRV","SEG-VDI-A-008,SEG-VDI-A-008.solomonedwards.com"
"SEG-VDI-A-008$","SEG-VDI-A-008","RestrictedKrbHost","SEG-VDI-A-008,SEG-VDI-A-008.solomonedwards.com"
"SEG-VDI-A-008$","SEG-VDI-A-008","HOST","SEG-VDI-A-008,SEG-VDI-A-008.solomonedwards.com"
"CLTC-L-SPEC1WRF$","CLTC-L-SPEC1WRF","TERMSRV","CLTC-L-SPEC1WRF.solomonedwards.com,CLTC-L-SPEC1WRF"
"CLTC-L-SPEC1WRF$","CLTC-L-SPEC1WRF","RestrictedKrbHost","CLTC-L-SPEC1WRF.solomonedwards.com,CLTC-L-SPEC1WRF"
"CLTC-L-SPEC1WRF$","CLTC-L-SPEC1WRF","HOST","CLTC-L-SPEC1WRF.solomonedwards.com,CLTC-L-SPEC1WRF"
"PHL-L-SPECXT1YD$","PHL-L-SPECXT1YD","RestrictedKrbHost","PHL-L-SPECXT1YD,PHL-L-SPECXT1YD.solomonedwards.com"
"PHL-L-SPECXT1YD$","PHL-L-SPECXT1YD","HOST","PHL-L-SPECXT1YD,PHL-L-SPECXT1YD.solomonedwards.com"
"SEG-VDI-A-004$","SEG-VDI-A-004","TERMSRV","SEG-VDI-A-004.solomonedwards.com,SEG-VDI-A-004"
"SEG-VDI-A-004$","SEG-VDI-A-004","RestrictedKrbHost","SEG-VDI-A-004,SEG-VDI-A-004.solomonedwards.com"
"SEG-VDI-A-004$","SEG-VDI-A-004","HOST","SEG-VDI-A-004,SEG-VDI-A-004.solomonedwards.com"
"PHL-L-8460B933$","PHL-L-8460B933","RestrictedKrbHost","PHL-L-8460B933,PHL-L-8460B933.solomonedwards.com"
"PHL-L-8460B933$","PHL-L-8460B933","HOST","PHL-L-8460B933,PHL-L-8460B933.solomonedwards.com"
"SEG-VDI-A-016$","SEG-VDI-A-016","TERMSRV","SEG-VDI-A-016.solomonedwards.com,SEG-VDI-A-016"
"SEG-VDI-A-016$","SEG-VDI-A-016","RestrictedKrbHost","SEG-VDI-A-016,SEG-VDI-A-016.solomonedwards.com"
"SEG-VDI-A-016$","SEG-VDI-A-016","HOST","SEG-VDI-A-016,SEG-VDI-A-016.solomonedwards.com"
"HOU-L-444029XB$","HOU-L-444029XB","TERMSRV","HOU-L-444029XB.solomonedwards.com,HOU-L-444029XB"
"HOU-L-444029XB$","HOU-L-444029XB","RestrictedKrbHost","HOU-L-444029XB.solomonedwards.com,HOU-L-444029XB"
"HOU-L-444029XB$","HOU-L-444029XB","HOST","HOU-L-444029XB.solomonedwards.com,HOU-L-444029XB"
"SEG-VDI-A-025$","SEG-VDI-A-025","TERMSRV","SEG-VDI-A-025.solomonedwards.com,SEG-VDI-A-025"
"SEG-VDI-A-025$","SEG-VDI-A-025","RestrictedKrbHost","SEG-VDI-A-025,SEG-VDI-A-025.solomonedwards.com"
"SEG-VDI-A-025$","SEG-VDI-A-025","HOST","SEG-VDI-A-025,SEG-VDI-A-025.solomonedwards.com"
"PB440G5-002215$","PB440G5-002215","RestrictedKrbHost","PB440G5-002215,PB440G5-002215.solomonedwards.com"
"PB440G5-002215$","PB440G5-002215","HOST","PB440G5-002215,PB440G5-002215.solomonedwards.com"
"PB450G6-002245$","PB450G6-002245","RestrictedKrbHost","PB450G6-002245,PB450G6-002245.solomonedwards.com"
"PB450G6-002245$","PB450G6-002245","HOST","PB450G6-002245,PB450G6-002245.solomonedwards.com"
"SOLOMON-MBX03$","SOLOMON-MBX03","MSServerClusterMgmtAPI","SOLOMON-MBX03,SOLOMON-MBX03.solomonedwards.com"
"SOLOMON-MBX03$","SOLOMON-MBX03","tapinego","SOLOMON-MBX03,SOLOMON-MBX03.solomonedwards.com"
"SOLOMON-MBX03$","SOLOMON-MBX03","WSMAN","SOLOMON-MBX03,SOLOMON-MBX03.solomonedwards.com"
"SOLOMON-MBX03$","SOLOMON-MBX03","exchangeMDB","SOLOMON-MBX03.solomonedwards.com,SOLOMON-MBX03"
"SOLOMON-MBX03$","SOLOMON-MBX03","TERMSRV","SOLOMON-MBX03,SOLOMON-MBX03.solomonedwards.com"
"SOLOMON-MBX03$","SOLOMON-MBX03","RestrictedKrbHost","SOLOMON-MBX03,SOLOMON-MBX03.solomonedwards.com"
"SOLOMON-MBX03$","SOLOMON-MBX03","HOST","SOLOMON-MBX03,SOLOMON-MBX03.solomonedwards.com"
"SEG-VDI-A-015$","SEG-VDI-A-015","TERMSRV","SEG-VDI-A-015.solomonedwards.com,SEG-VDI-A-015"
"SEG-VDI-A-015$","SEG-VDI-A-015","RestrictedKrbHost","SEG-VDI-A-015,SEG-VDI-A-015.solomonedwards.com"
"SEG-VDI-A-015$","SEG-VDI-A-015","HOST","SEG-VDI-A-015,SEG-VDI-A-015.solomonedwards.com"
"HOUC-L-44402B47$","HOUC-L-44402B47","TERMSRV","HOUC-L-44402B47,HOUC-L-44402B47.solomonedwards.com"
"HOUC-L-44402B47$","HOUC-L-44402B47","RestrictedKrbHost","HOUC-L-44402B47,HOUC-L-44402B47.solomonedwards.com"
"HOUC-L-44402B47$","HOUC-L-44402B47","HOST","HOUC-L-44402B47,HOUC-L-44402B47.solomonedwards.com"
"SEG-VDI-A-013$","SEG-VDI-A-013","TERMSRV","SEG-VDI-A-013,SEG-VDI-A-013.solomonedwards.com"
"SEG-VDI-A-013$","SEG-VDI-A-013","RestrictedKrbHost","SEG-VDI-A-013,SEG-VDI-A-013.solomonedwards.com"
"SEG-VDI-A-013$","SEG-VDI-A-013","HOST","SEG-VDI-A-013,SEG-VDI-A-013.solomonedwards.com"
"PHL-L-P4403504$","PHL-L-P4403504","RestrictedKrbHost","PHL-L-P4403504,PHL-L-P4403504.solomonedwards.com"
"PHL-L-P4403504$","PHL-L-P4403504","HOST","PHL-L-P4403504,PHL-L-P4403504.solomonedwards.com"
"SEG-VDI-A-005$","SEG-VDI-A-005","TERMSRV","SEG-VDI-A-005,SEG-VDI-A-005.solomonedwards.com"
"SEG-VDI-A-005$","SEG-VDI-A-005","RestrictedKrbHost","SEG-VDI-A-005,SEG-VDI-A-005.solomonedwards.com"
"SEG-VDI-A-005$","SEG-VDI-A-005","HOST","SEG-VDI-A-005,SEG-VDI-A-005.solomonedwards.com"
"MKASPER-WS03$","MKASPER-WS03","TERMSRV","MKASPER-WS03,MKASPER-WS03.solomonedwards.com"
"MKASPER-WS03$","MKASPER-WS03","RestrictedKrbHost","MKASPER-WS03,MKASPER-WS03.solomonedwards.com"
"MKASPER-WS03$","MKASPER-WS03","HOST","MKASPER-WS03,MKASPER-WS03.solomonedwards.com"
"HOU-L-P440097T$","HOU-L-P440097T","RestrictedKrbHost","HOU-L-P440097T,HOU-L-P440097T.solomonedwards.com"
"HOU-L-P440097T$","HOU-L-P440097T","HOST","HOU-L-P440097T,HOU-L-P440097T.solomonedwards.com"
"SEG-VDI-A-002$","SEG-VDI-A-002","TERMSRV","SEG-VDI-A-002.solomonedwards.com,SEG-VDI-A-002"
"SEG-VDI-A-002$","SEG-VDI-A-002","RestrictedKrbHost","SEG-VDI-A-002,SEG-VDI-A-002.solomonedwards.com"
"SEG-VDI-A-002$","SEG-VDI-A-002","HOST","SEG-VDI-A-002,SEG-VDI-A-002.solomonedwards.com"
"HOU-L-E840B1LP$","HOU-L-E840B1LP","RestrictedKrbHost","HOU-L-E840B1LP,HOU-L-E840B1LP.solomonedwards.com"
"HOU-L-E840B1LP$","HOU-L-E840B1LP","HOST","HOU-L-E840B1LP,HOU-L-E840B1LP.solomonedwards.com"
"SEG-VDI-A-007$","SEG-VDI-A-007","TERMSRV","SEG-VDI-A-007.solomonedwards.com,SEG-VDI-A-007"
"SEG-VDI-A-007$","SEG-VDI-A-007","RestrictedKrbHost","SEG-VDI-A-007,SEG-VDI-A-007.solomonedwards.com"
"SEG-VDI-A-007$","SEG-VDI-A-007","HOST","SEG-VDI-A-007,SEG-VDI-A-007.solomonedwards.com"
"LAT6430-KLTOR$","LAT6430-KLTOR","RestrictedKrbHost","LAT6430-KLTOR,LAT6430-KLTOR.solomonedwards.com"
"LAT6430-KLTOR$","LAT6430-KLTOR","HOST","LAT6430-KLTOR,LAT6430-KLTOR.solomonedwards.com"
"PB440G3-1003$","PB440G3-1003","RestrictedKrbHost","PB440G3-1003,PB440G3-1003.solomonedwards.com"
"PB440G3-1003$","PB440G3-1003","HOST","PB440G3-1003,PB440G3-1003.solomonedwards.com"
"PB440G5-002150$","PB440G5-002150","RestrictedKrbHost","PB440G5-002150,PB440G5-002150.solomonedwards.com"
"PB440G5-002150$","PB440G5-002150","HOST","PB440G5-002150,PB440G5-002150.solomonedwards.com"
"SEGINVENTORY$","SEGINVENTORY","TERMSRV","SEGINVENTORY,SEGINVENTORY.solomonedwards.com"
"SEGINVENTORY$","SEGINVENTORY","WSMAN","SEGINVENTORY.solomonedwards.com,SEGINVENTORY"
"SEGINVENTORY$","SEGINVENTORY","RestrictedKrbHost","SEGINVENTORY,SEGINVENTORY.solomonedwards.com"
"SEGINVENTORY$","SEGINVENTORY","HOST","SEGINVENTORY,SEGINVENTORY.solomonedwards.com"
"PB440G4-2072$","PB440G4-2072","RestrictedKrbHost","PB440G4-2072.solomonedwards.com,PB440G4-2072"
"PB440G4-2072$","PB440G4-2072","HOST","PB440G4-2072.solomonedwards.com,PB440G4-2072"
"DCC-L-8460B946$","DCC-L-8460B946","TERMSRV","DCC-L-8460B946.solomonedwards.com,DCC-L-8460B946"
"DCC-L-8460B946$","DCC-L-8460B946","RestrictedKrbHost","DCC-L-8460B946,DCC-L-8460B946.solomonedwards.com"
"DCC-L-8460B946$","DCC-L-8460B946","HOST","DCC-L-8460B946,DCC-L-8460B946.solomonedwards.com"
"HP250G7-002354$","HP250G7-002354","RestrictedKrbHost","HP250G7-002354,HP250G7-002354.solomonedwards.com"
"HP250G7-002354$","HP250G7-002354","HOST","HP250G7-002354,HP250G7-002354.solomonedwards.com"
"PHL-L-840B1LP$","PHL-L-840B1LP","RestrictedKrbHost","PHL-L-840B1LP.solomonedwards.com,PHL-L-840B1LP"
"PHL-L-840B1LP$","PHL-L-840B1LP","HOST","PHL-L-840B1LP.solomonedwards.com,PHL-L-840B1LP"
"SURFACEPRO-2010$","SURFACEPRO-2010","RestrictedKrbHost","SURFACEPRO-2010,surfacepro-2010.solomonedwards.com"
"SURFACEPRO-2010$","SURFACEPRO-2010","HOST","SURFACEPRO-2010,surfacepro-2010.solomonedwards.com"
"PHL-L-8460B72V$","PHL-L-8460B72V","RestrictedKrbHost","PHL-L-8460B72V,PHL-L-8460B72V.solomonedwards.com"
"PHL-L-8460B72V$","PHL-L-8460B72V","HOST","PHL-L-8460B72V,PHL-L-8460B72V.solomonedwards.com"
"HP250G7-002351$","HP250G7-002351","RestrictedKrbHost","HP250G7-002351,HP250G7-002351.solomonedwards.com"
"HP250G7-002351$","HP250G7-002351","HOST","HP250G7-002351,HP250G7-002351.solomonedwards.com"
"PHL-L-840CJCV$","PHL-L-840CJCV","RestrictedKrbHost","PHL-L-840CJCV.solomonedwards.com,PHL-L-840CJCV"
"PHL-L-840CJCV$","PHL-L-840CJCV","HOST","PHL-L-840CJCV.solomonedwards.com,PHL-L-840CJCV"
"PHL-L-E8400XDJ$","PHL-L-E8400XDJ","TERMSRV","PHL-L-E8400XDJ.solomonedwards.com,PHL-L-E8400XDJ"
"PHL-L-E8400XDJ$","PHL-L-E8400XDJ","RestrictedKrbHost","PHL-L-E8400XDJ,PHL-L-E8400XDJ.solomonedwards.com"
"PHL-L-E8400XDJ$","PHL-L-E8400XDJ","HOST","PHL-L-E8400XDJ,PHL-L-E8400XDJ.solomonedwards.com"
"PB450G6-002253$","PB450G6-002253","RestrictedKrbHost","PB450G6-002253,PB450G6-002253.solomonedwards.com"
"PB450G6-002253$","PB450G6-002253","HOST","PB450G6-002253,PB450G6-002253.solomonedwards.com"
"SF-EB8460B789$","SF-EB8460B789","RestrictedKrbHost","SF-EB8460B789,SF-EB8460B789.solomonedwards.com"
"SF-EB8460B789$","SF-EB8460B789","HOST","SF-EB8460B789,SF-EB8460B789.solomonedwards.com"
"LS340-002031$","LS340-002031","RestrictedKrbHost","LS340-002031,LS340-002031.solomonedwards.com"
"LS340-002031$","LS340-002031","HOST","LS340-002031,LS340-002031.solomonedwards.com"
"PHLC-L-E520NRG4$","PHLC-L-E520NRG4","TERMSRV","PHLC-L-E520NRG4.solomonedwards.com,PHLC-L-E520NRG4"
"PHLC-L-E520NRG4$","PHLC-L-E520NRG4","RestrictedKrbHost","PHLC-L-E520NRG4,PHLC-L-E520NRG4.solomonedwards.com"
"PHLC-L-E520NRG4$","PHLC-L-E520NRG4","HOST","PHLC-L-E520NRG4,PHLC-L-E520NRG4.solomonedwards.com"
"HOU-L-P440092J$","HOU-L-P440092J","RestrictedKrbHost","HOU-L-P440092J,HOU-L-P440092J.solomonedwards.com"
"HOU-L-P440092J$","HOU-L-P440092J","HOST","HOU-L-P440092J,HOU-L-P440092J.solomonedwards.com"
"PHLA-L-R700641H$","PHLA-L-R700641H","HOST","PHLA-L-R700641H,phla-l-R700641H.solomonedwards.com"
"PB450G6-002246$","PB450G6-002246","RestrictedKrbHost","PB450G6-002246,PB450G6-002246.solomonedwards.com"
"PB450G6-002246$","PB450G6-002246","HOST","PB450G6-002246,PB450G6-002246.solomonedwards.com"
"PHL-L-44402B3S$","PHL-L-44402B3S","RestrictedKrbHost","PHL-L-44402B3S,PHL-L-44402B3S.solomonedwards.com"
"PHL-L-44402B3S$","PHL-L-44402B3S","HOST","PHL-L-44402B3S,PHL-L-44402B3S.solomonedwards.com"
"EB840G1-1529$","EB840G1-1529","RestrictedKrbHost","EB840G1-1529,EB840G1-1529.solomonedwards.com"
"EB840G1-1529$","EB840G1-1529","HOST","EB840G1-1529,EB840G1-1529.solomonedwards.com"
"PB440G6-002002$","PB440G6-002002","RestrictedKrbHost","PB440G6-002002,PB440G6-002002.solomonedwards.com"
"PB440G6-002002$","PB440G6-002002","HOST","PB440G6-002002,PB440G6-002002.solomonedwards.com"
"PHL-L-E84017XD$","PHL-L-E84017XD","TERMSRV","PHL-L-E84017XD.solomonedwards.com,PHL-L-E84017XD"
"PHL-L-E84017XD$","PHL-L-E84017XD","RestrictedKrbHost","PHL-L-E84017XD.solomonedwards.com,PHL-L-E84017XD"
"PHL-L-E84017XD$","PHL-L-E84017XD","HOST","PHL-L-E84017XD.solomonedwards.com,PHL-L-E84017XD"
"SURFACEP-002234$","SURFACEP-002234","RestrictedKrbHost","SURFACEP-002234,SurfaceP-002234.solomonedwards.com"
"SURFACEP-002234$","SURFACEP-002234","HOST","SURFACEP-002234,SurfaceP-002234.solomonedwards.com"
